title,company_name,location,start_date,duration,stipend,ppo,workmode,region,domain,skills,deadline,degree
Research & Analysis (Mutual Fund),WNU Investment Services,Bangalore,Immediately,3,5000,No,Onsite,Rural,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",2025-09-27,MBA
Sales And Marketing,Strategized Consulting,Work From Home,Immediately,3,4000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",2025-10-19,BA
Marketing,OTO Capital,Bangalore,Immediately,3,20000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-09-28,MBA
UX/UI Design,BharatPOS,Work From Home,Immediately,3,1500,No,Onsite,Urban,Design & Creative,"UI Design, UX Research, Figma, Prototyping",2025-09-11,MA
Business Management,The House Of Intuition,Work From Home,Immediately,3,12000,No,Remote,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-12-06,MCom
Academic Counseling,Eurodreams Eduverseas Private Limited,Indore,Immediately,3,5000,Yes,Remote,Rural,Research,"Communication, MS Excel, Research",2025-11-21,MCom
Content Writing,Hawk Ecommerce,Gurgaon,Immediately,3,15000,No,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-10-03,PhD
Marketing & Project Management,Shriram Polytech Limited,Gurgaon,Immediately,3,10000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, PR Strategy, Media Relations",2025-10-29,BBA
Graphic Design,Setner,Work From Home,Immediately,3,10000,Yes,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-09-23,BCom
Business Development (Sales),Wolf Communication Private Limited,Work From Home,Immediately,3,1000,No,Onsite,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-11-10,MTech
Business Development (Sales),Euro Dreams Eduverseas Private Limited,Indore,Immediately,3,5000,Yes,Hybrid,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-09-23,BSc
Metaverse(Game) Development,DataToBiz,Work From Home,Immediately,3,8000,Yes,Onsite,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-11-10,MSc
Content Creation,NeoDove Technologies Private Limited,Work From Home,Immediately,3,5000,Yes,Onsite,Rural,Social Media & Community Management,"Content Writing, Editing, Research, Content Strategy",2025-12-03,MSc
Event Management,Million Dreams,Bangalore,Immediately,3,6000,No,Remote,Urban,Operations & Support,"Event Planning, Coordination, Communication, PR",2025-09-24,MCom
Graphic Design,Pepper Money,Mumbai,Immediately,3,10000,No,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-11-12,BCom
Academic Counseling,The Ikigai Lab,Noida,Immediately,3,15000,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research",2025-10-17,BBA
Finance,Sanctity YTT,Gurgaon,Immediately,3,5000,Yes,Remote,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",2025-11-23,MCom
MIS Management,Valueonshore Advisory Services Private Limited,Gurgaon,Immediately,3,15000,Yes,Onsite,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-10-14,BBA
Research,SocioLadder,Work From Home,Immediately,3,8000,Yes,Remote,Rural,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",2025-11-11,BCom
Content Writing,Travluk Holidays Private Limited,Gurgaon,Immediately,3,17000,No,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-11-04,MSc
Business Development,ViewFindr Films,Bangalore,Immediately,3,8000,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-09-15,BTech
E-Commerce Business Management,Wellbeing Aacharya,Mumbai,Immediately,3,12000,No,Hybrid,Rural,Marketing,"E-commerce Management, Product Listing, SEO, Digital Marketing",2025-09-28,BBA
Project Management,Narayana Group,Hyderabad,Immediately,3,15000,Yes,Remote,Rural,Content Writing,"PR Strategy, Media Relations, Communication, Writing",2025-12-06,MCom
Media & Public Relations (PR),Aparna Mishra,Mumbai,Immediately,3,12000,No,Hybrid,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",2025-11-12,MCom
Web Development,Instawings India Private Limited,Bangalore,Immediately,3,10000,No,Remote,Rural,Web Development,"HTML, CSS, JavaScript, React",2025-12-01,BSc
Data Entry,Karan Parikh,Work From Home,Immediately,3,5000,No,Hybrid,Urban,Data Science,"Communication, MS Excel, Research",2025-10-22,MCom
Social Media Marketing,Dot eVentures Private Limited,Hyderabad,Immediately,3,10000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-11-12,MA
Equity Analysis,CAPITOL FINTRADE,Gurgaon,Immediately,3,10000,Yes,Remote,Rural,Design,"UI Design, UX Research, Figma, Prototyping",2025-09-16,MBA
Customer Care,SOL,Delhi,Immediately,3,10000,No,Onsite,Rural,Research,"Communication, MS Excel, Research",2025-10-18,MCom
Market Research,Coboticca Automation Private Limited,Work From Home,Immediately,3,5000,Yes,Hybrid,Rural,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",2025-11-16,MBA
Social Media Marketing,Heptarc Technology,Work From Home,Immediately,3,5000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-10-19,BA
Leather Merchandising,Lumens India,Kolkata,Immediately,3,5000,No,Onsite,Rural,Research,"Communication, MS Excel, Research",2025-10-27,MCom
Business Development (Sales),Just Signs India Private Limited,Bangalore,Immediately,3,8500,No,Hybrid,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-09-14,MCA
SEO Content Writing,Ganguram Sweets,Work From Home,Immediately,3,3000,Yes,Onsite,Rural,Content & Communication,"SEO, Keyword Research, Google Analytics, Content Optimization, Content Writing, Editing",2025-09-12,BBA
Personal Assistant To The Founder,Eager Beavers Preschool,Mumbai,Immediately,3,12000,Yes,Onsite,Rural,Research,"Communication, MS Excel, Research",2025-10-30,BBA
Digital Marketing,Karwa Marketing Private Limited,Delhi,Immediately,3,12000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-09-21,MA
Marketing,Artizence,Work From Home,Immediately,3,1000,Yes,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-07,MA
Content Writing,Zype,Mumbai,Immediately,3,10000,No,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-10-02,MSc
Content Development (Architecture),Kubo Architecture Studio,Jabalpur,Immediately,3,5000,Yes,Remote,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-11-21,BTech
Node.js Development,Cube,Work From Home,Immediately,3,2000,No,Remote,Rural,Data Science,"Node.js, APIs, Databases, Server-side Development",2025-09-16,MTech
Digital Marketing,Anu Mishra,Delhi,Immediately,3,5000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-29,BA
Claims Management,Elite Insurance Surveyors And Loss Assessors,Vashi,Immediately,3,5000,No,Hybrid,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",2025-11-06,MCA
Digital Marketing,Arena Infosolution,Jaipur,Immediately,3,5000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-10,BBA
Web Development,Relinns Technologies,Mohali,Immediately,3,10000,No,Hybrid,Urban,Web Development,"HTML, CSS, JavaScript, React",2025-11-05,MTech
Software Training,Vinsup Infotech (P) Ltd,Madurai,Immediately,3,5000,Yes,Onsite,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",2025-11-25,BCA
Management Consultant,TRESBON CONSULTING PRIVATE LIMITED,Mumbai,Immediately,3,10000,No,Onsite,Rural,Software Development,"Consulting, Problem Solving, Communication, Analysis",2025-11-03,MCom
Electrical And Electronics Engineering,Pro India,Work From Home,Immediately,3,1000,Yes,Onsite,Urban,Research,"Communication, MS Excel, Research",2025-11-10,MBA
AI/Computer Vision/AI Automation Development,CodeTest Pvt Ltd,Hyderabad,Immediately,3,10000,No,Hybrid,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",2025-11-04,MSc
Search Engine Optimization (SEO),SKW Investment Adviser,Bangalore,Immediately,3,5000,No,Onsite,Urban,Search & Performance Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",2025-11-05,BBA
Business Development (Sales),Skillarena Education Technologies,Work From Home,Immediately,3,10000,Yes,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-11-19,BSc
Business Development (Sales),Client Care Group,Jaipur,Immediately,3,10000,Yes,Hybrid,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-10-27,MSc
Human Resources (HR),CrossIdentity,Bangalore,Immediately,3,2000,No,Onsite,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-11-30,BBA
Human Resources (HR),Braindezvous Infotech Private Limited,Noida,Immediately,3,10000,No,Hybrid,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-10-31,MCom
Video Making/Editing,Red Maple Media,Chennai,Immediately,3,5000,Yes,Hybrid,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",2025-11-28,BA
Creative Writing,Best For Him,Gurgaon,Immediately,3,10000,No,Remote,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-10-18,PhD
Digital Marketing,Exceed Manpower Consultants,Work From Home,Immediately,3,5000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-31,BBA
Business Development (Sales),Nerdy Academy,Mumbai,Immediately,3,15000,No,Remote,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-10-20,MTech
Remote Learning Coordination,DataSkience OPC Private Limited,Work From Home,Immediately,3,5000,No,Onsite,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-11-26,MCom
Video Editing,DataSkience OPC Private Limited,Work From Home,Immediately,3,5000,Yes,Onsite,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",2025-10-18,MBA
Embedded Systems,Mohd Aman Ansari,Work From Home,Immediately,3,10000,No,Onsite,Rural,Research,"Communication, MS Excel, Research",2025-09-15,MCom
Social Media Marketing,The Drugstore Company,Noida,Immediately,3,3000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-10-22,BA
Python Development,A Plus Topper,Work From Home,Immediately,3,4000,Yes,Remote,Urban,Research & Strategy,"Python, APIs, Django/Flask, Data Analysis, Machine Learning",2025-10-23,MTech
Sales And Marketing,IT Finisher,Work From Home,Immediately,3,3000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",2025-09-21,MA
Human Resources (HR),Admission Bridge,Delhi,Immediately,3,12000,Yes,Remote,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-12-03,MBA
Graphic Design,CarStream,Work From Home,Immediately,3,10000,Yes,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-09-10,MBA
UX/UI Design,Liveasy,Work From Home,Immediately,3,1000,Yes,Onsite,Rural,Design & Creative,"UI Design, UX Research, Figma, Prototyping",2025-09-11,MA
Computer Science Expert,HaZZten,Work From Home,Immediately,3,10000,No,Hybrid,Urban,Research,"Communication, MS Excel, Research",2025-11-26,MCom
Sales And Marketing,Edzu Edtech,Work From Home,Immediately,2,1000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",2025-09-28,MA
Social Media Markerting,Edzu Edtech,Work From Home,Immediately,2,1000,Yes,Hybrid,Urban,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",2025-10-21,MA
Lead Generation,Edzu Edtech,Work From Home,Immediately,2,1000,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-09-13,MBA
IT Assessment Development,Cognitio Eduventures Private Limited,Work From Home,Immediately,2,15000,No,Onsite,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-09-10,MTech
Front End Development,"Arnifi (Dubai, United Arab Emirates)",Work From Home,Immediately,2,15000,No,Hybrid,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-09-25,BCA
Social Media Marketing,Blackcoffer,Work From Home,Immediately,2,5000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-10-15,BA
Application Testing,Blackcoffer,Work From Home,Immediately,2,6000,Yes,Onsite,Rural,Research,"Communication, MS Excel, Research",2025-09-23,MBA
Graphic Design,FormsADDA,Work From Home,Immediately,2,5000,Yes,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-09-15,MCom
Recruitment Consultant,Ample Leap Cognition & Technologies Private Limited,Lucknow,Immediately,2,8000,Yes,Remote,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",2025-09-20,BBA
Medical Writing (Insurance-Medical),MediDigest System Private Limited,Thane,Immediately,2,16000,No,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-12-03,BCom
Relationship Trainee,Whitefield Careers,Bangalore,Immediately,2,5000,No,Hybrid,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Communication, MS Excel",2025-10-24,MSc
Python Full Stack Development,Blackcoffer,Work From Home,Immediately,2,8000,Yes,Onsite,Rural,Web Development,"Python, APIs, Django/Flask, Data Analysis, Machine Learning",2025-10-05,BCA
Operations,Filo,Gurgaon,Immediately,2,7000,Yes,Onsite,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-11-21,MCom
Doubt Solving (Physical Chemistry),Himanshi Sharma,Work From Home,Immediately,2,5000,No,Remote,Urban,Research,"Communication, MS Excel, Research",2025-10-21,BBA
Event Management,"Edzu Edtech (Ghaziabad, India)",Vadodara,Immediately,2,2000,No,Onsite,Urban,Operations & Support,"Event Planning, Coordination, Communication, PR",2025-11-13,BBA
LinkedIn Marketing,Edzu Edtech,Work From Home,Immediately,2,1000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-09-15,MBA
E-commerce (Product Listing),Rustic Home,Work From Home,Immediately,2,3000,Yes,Hybrid,Urban,Marketing,"E-commerce Management, Product Listing, SEO, Digital Marketing, PR Strategy, Media Relations",2025-11-07,MA
Video Editing (Canva),Idea Rise,Work From Home,Immediately,2,20000,No,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva, Video Editing, Videography",2025-11-19,BCom
Lead Generation,Burhan Digital,Work From Home,Immediately,2,1000,No,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-12-05,BBA
Lead Collection Analysis,DigitoMentors,Work From Home,Immediately,2,24000,Yes,Remote,Urban,Research,"Communication, MS Excel, Research",2025-11-15,MCom
Architecture,Studio0522,Lucknow,Immediately,2,6000,No,Onsite,Urban,Architecture & Design,"Communication, MS Excel, Research",2025-09-25,MCom
UI/UX Design,Skimbox Digital Marketing Company,Bangalore,Immediately,2,15000,No,Onsite,Rural,Design & Creative,"UI Design, UX Research, Figma, Prototyping",2025-11-04,MA
Social Media,BeMyCharm,Work From Home,Immediately,2,5500,Yes,Remote,Urban,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",2025-09-24,BBA
Digital Marketing Executive,Kalonia Ventures,Delhi,Immediately,2,8000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-12-07,BBA
Interior And Architecture,Builten Architecture,Noida,Not specified,2,10000,Yes,Remote,Rural,Architecture & Design,"Communication, MS Excel, Research",2025-12-05,MCom
LinkedIn Profile Handling,Top Talent Bridge,Work From Home,Immediately,2,5000,Yes,Hybrid,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, PR Strategy, Media Relations",2025-09-12,BBA
